key|display_title|description
http://purl.org/au-research/grants/nhmrc/2043771|AUTOMATEd risk assessment and screening for MElanoma and skin cancer (AUTOMATE ME)|Using high-resolution 3D skin imaging data together with clinical data collected in a large scale cohort study across 3 states, we have developed novel artificial intelligence algorithms to automate risk assessments and screening for melanoma. In this cluster randomised trial we will prospectively test the accuracy and acceptability of these models to determine whether components of a melanoma screening intervention can be safely automated.
http://purl.org/au-research/grants/nhmrc/2043758|Optimal Evaluation of Acute Limb Pain in Children Presenting to the Emergency Department|Children sometimes develop a limp, or difficulty moving a limb. Most of the time this is caused by inflammation, which resolves after a few days. However, a small number of children have more serious causes, such as infection, acute rheumatic fever (with Indigenous children at higher risk), or cancer. This project will collect data and follow up children presenting to 18 Emergency Departments across Australia and NZ to identify the best way to make an accurate and rapid diagnosis.
http://purl.org/au-research/grants/nhmrc/2043677|Real-world risk-benefit balancing in cancer immunotherapy|Immunotherapies have improved the prognosis for many cancer patients but their benefits are tempered by immune-related adverse events. This project will establish the first Australian cohort of patients using immunotherapy in the real-world clinic. Population-based cohort studies will investigate how patient factors and prescribing patterns intersect and affect the health outcomes of patients using immunotherapy so that the benefits of these medicines can be maximised and the harms minimised.
http://purl.org/au-research/grants/nhmrc/2043671|Understanding and tackling intergenerational diabetes: PANDORA Wave 3|1,139 Aboriginal and non-Indigenous women and their children with and without diabetes in pregnancy from across the NT are in the PANDORA study. We are planning Wave 3 of this study, 12-18 years after pregnancy with clinical assessments on women and their children. We aim to find out how many women and their children have type 2 diabetes or are at risk of diabetes and how much diabetes in pregnancy contributes to this risk for the children.
http://purl.org/au-research/grants/nhmrc/2043244|CoRticostEroids in SepTic Shock (CREST)|Sepsis is a major global public health problem. Corticosteroids, a commonly used drug in clinical practice, has been evaluated in patients with septic shock with inconsistent results. We propose to conduct a blinded, 2 arm randomized clinical trial: a) Hydrocortisone and b) hydrocortisone plus fludrocortisone in patients with septic shock to determine if there are any differences on survival and functional recovery in patients with septic shock.
http://purl.org/au-research/grants/nhmrc/2043935|Risk Assessment for moving Individuals SafEly (RAISE) - optimising staff and patient safety|The health and aged care workforce are at risk of workplace injuries during staff-assisted patient or resident movement, and manual handling training alone does not reduce the risk. The new Risk Assessment for moving Individuals SafEly (RAISE) program is different, as RAISE also upskills staff in Dynamic Risk Assessment (DRA), which integrates with organisational systems to reduce or eliminate risks. Our work has shown RAISE-trained staff can effectively embed DRA into clinical practice.
http://purl.org/au-research/grants/nhmrc/2044139|Implementing Cognitive Bias Modification during inpatient withdrawal treatment to prevent alcohol relapse|“Cognitive bias modification” (CBM) is a form of computerised brain training that reduces urges to drink alcohol. Multiple clinical trials have found that CBM helps alcohol dependent patients avoid alcohol during the months after leaving inpatient treatment, yet it is still not used in clinical practice. This project will develop and test ways to make it easy for treatment services to routinely offer CBM, both during and after residential treatment to optimise patient outcomes.
http://purl.org/au-research/grants/nhmrc/2044337|Enhancing primary care workforce capacity and cultural competency to optimise early childhood growth: a co-design approach|Promoting health behaviours in early childhood is important for child health growth and long-term health benefits, in particular, of children from non-English-speaking backgrounds. This proposal aims to develop an appropriate training program for improving skills and knowledge of primary healthcare professionals in promoting nutrition and physical activity of young children. This national project will develop policy and practice recommendations for children’s optimal nutrition and growth.
http://purl.org/au-research/grants/nhmrc/2044201|RISE: Modelling RSV Immunisation Strategies for Evidence-based Policy|Respiratory syncytial virus (RSV) causes significant burden. Immunisation strategies are now available but decisions need to be made for effective policy. The RISE project will guide equitable and efficient RSV immunisation policy by using real-world data and mathematical models. We will assess the health and economic impact of different immunisation strategies, develop communication tools for effective policy advice, and refine these with two-way communication between Partner Organisations.
http://purl.org/au-research/grants/nhmrc/2040178|The Research Ethics Plus AI (REP-AI) Project|Internationally and in Australia, the rapid advancement of artificial intelligence (AI) research and development is creating significant uncertainty for research governance and ethics review processes in even the best-administered organisations. This project will refine, test and scale solutions to support Human Research Ethics Committees, research governance units, and data access committees to oversee and evaluate health research that uses or develops health AI.
http://purl.org/au-research/grants/nhmrc/2046800|Aboriginal-Led Research Translation for Central Australia and the Barkly.|This project will enhance and strengthen an Aboriginal-led Research Translation Centre (CAAHSN) to improve health, wellbeing, and social outcomes for Aboriginal people in Central Australia and the Barkly regions. It will help to expand practical health research, increase Aboriginal involvement, improve communication and application of findings for real-world impact, and strengthen CAAHSN’s support, training, and research collaboration functions.
http://purl.org/au-research/grants/nhmrc/2043916|Establishment of horizon scanning of new medical and health technologies in Australia|This application proposes to develop a horizon scanning function for Australia, the Health Innovation Observatory-Australia, focused on the key needs of Commonwealth and State government decision-makers. The goal is to support short-term service preparedness and longer-term health system adaptation to emerging disruptive technology, thus helping streamline the review and implementation of new technologies, acting to reduce patient delays in accessing new therapies.
http://purl.org/au-research/grants/nhmrc/2044107|Spark: A community co-design model to fight loneliness|Loneliness is an emerging health threat with one in three Australians lonely. Partnering with state government, councils and community organisations, Spark addresses loneliness at the community level by co-designing, supporting and evaluating evidence-based innovations to ignite human connection. Spark creates community capacity through a volunteer network, education and a toolkit to ensure sustainability. Partnering with state government policy-makers bridges the gap from evidence to practice.
http://purl.org/au-research/grants/nhmrc/2042204|The neonatal microbiome and antibiotic resistance: Utilising metagenomics to reduce infant morbidity and mortality across Australia and Southeast Asia|Babies are vulnerable to infections, particularly with multidrug-resistant bacteria that have emerged with increasing antibiotic resistance worldwide. We will conduct an international multicentre study across Australia, Vietnam, Indonesia & the Philippines to identify how, and when, babies become colonised & infected with multidrug-resistant bacteria. We will find ways to interrupt this transmission, and provide world-first data to understand the impact antibiotics have on the infant microbiome.
http://purl.org/au-research/grants/nhmrc/2042423|Targeting the Alternative RNA Splicing Dichotomy of Brain Cancer as a Novel Anticancer Strategy|Loss of one or more genes is an essential hallmark of cancer. My laboratory has identified three genes which affect our genetic makeup are lost in the two deadliest children's brain cancers. We show that replenishing these lost genes or destroying their genetic products can be achieved inside intact brains and stops the cancer. My laboratory is uniquely positioned to investigate these pivotal processes in these incurable kids' cancers to provide much-needed and novel therapeutic options.
http://purl.org/au-research/grants/nhmrc/2042421|Innovating in breast cancer immunology treatment and prevention|Breast cancer is a major health and economic issue globally, leading to significant mortality in women. My five-year research plans to understand how the immune system works to combat breast cancers. I will study how specific immune cells can detect and control the disease, and factors influencing their presence in the breast. My goal is to enhance the effectiveness of current immunotherapy regimens, with the goal of reducing breast cancer incidence, and improving patient outcomes.
http://purl.org/au-research/grants/nhmrc/2042446|Transforming exercise care for metabolic dysfunction-associated steatotic liver disease|Metabolic dysfunction-associated steatotic liver disease (MASLD, previously called 'fatty liver' disease) affects 1 in 3 adults and can lead to heart and advanced liver disease. Exercise is beneficial but not regularly undertaken by most people with MASLD. My research program will establish: an exercise care pathway to support people with MASLD; the benefit of exercise on important features of severe liver disease; and sustainable exercise options that maintain health benefits long-term.
http://purl.org/au-research/grants/nhmrc/2042329|Pregnancy: Window to Health Futures|Pregnancy complications occur in 25-30% of the 310,000 Australian births each year and foreshadow future health for mother and child. This research will study maternal and child health from conception, focusing on genetic and modifiable risk factors common to pregnancy complications and later cardiometabolic diseases. It will create new knowledge, identify molecular targets and generate novel interventions, co-designed with consumers, to improve intergenerational health across the life course.
http://purl.org/au-research/grants/nhmrc/2042354|Improving treatments for severe and treatment resistant depression|Some people with depression do not respond to treatment with standard medications and psychological therapy. This research program will focus on the development of new treatment approaches for these people: assessing new treatment approaches for ketamine, psilocybin -assisted therapy and electroconvulsive therapy, better understanding how they work, who will most benefit and when these treatments should be used in the treatment pathway.
http://purl.org/au-research/grants/nhmrc/2042407|Autocatalytic CRISPR sensor for ultrasensitive detection of cell free DNA in precision oncology|This project aims to develop advanced, affordable biosensors for non-invasive cancer monitoring by detecting cell-free DNA in blood. The sensors will quickly identify specific cancer mutations, delivering results in under 15 minutes for less than $1 per test, with accuracy comparable to lab tests. They aim to improve cancer monitoring by detecting therapy resistance and recurrence, potentially replacing traditional biopsies and making cancer care more accessible and efficient.
http://purl.org/au-research/grants/nhmrc/2042414|Improving the Functional Integration of Human Pluripotent Stem Cell-Derived Neural Grafts|Parkinson’s Disease (PD) is a debilitating neurological disorder affecting ~10 million people. With no disease modifying treatment, human stem cell-derived neural grafts present a new therapeutic option, with trials currently underway. However, preclinical studies highlight poor graft survival and plasticity. My research will focus on enhancing these neural transplants through combined neurotrophic support and environmental enrichment strategies, to treat cognitive and motor symptoms of PD.
http://purl.org/au-research/grants/nhmrc/2042383|Advancing the analysis of 24-hour time-use data|This project will create new methods to help researchers analyse how daily time spent in behaviours like physical activity, sedentary time, and sleep affects health and wellbeing. It will address key gaps for informing the design and analysis of time-use interventions, for example: how many participants should be included in a study, how to determine feasible behaviour-change goals for individuals, and how to assess the impact of different behaviour-change options on health and wellbeing.
http://purl.org/au-research/grants/nhmrc/2042341|Next-generation techniques to identify and model brain dysfunction in dementia|I will use advanced brain imaging analyses to identify and model brain changes in people with dementia. The project will improve our ability to identify affected individuals earlier in the disease course and advance our understanding of the causes of the brain changes, to inform strategies for future clinical interventions.
http://purl.org/au-research/grants/nhmrc/2042675|Improving women’s health before conception: an evidence based strategy to break the intergenerational obesity cycle|In Australia, 1:2 women who enter pregnancy live with overweight or obesity. To reduce pregnancy and birth complications current care has focused on dietary changes to limit the amount of weight gained during pregnancy. Direct evidence from my research program has shown this approach is ineffective. A better approach is to improve women’s health before pregnancy. I will generate reliable, evidence-based information to change care and improve health outcomes for all women and their babies.
http://purl.org/au-research/grants/nhmrc/2042570|Advancing Precision Medicine for Colorectal Cancer through Liquid Biopsy|I am leveraging my world leading studies of liquid biopsy testing in bowel cancer as a marker to predict cancer relapse, to further improve patient selection for treatment, both in terms of who to treat and what treatment to use. Using state-of-the-art technology, I will also improve the understanding of how cancer cells become resistant to chemotherapy and targeted therapy, which will facilitate the development of new treatment.
http://purl.org/au-research/grants/nhmrc/2042660|Transforming transfusion research to deliver better outcomes for patients and the community|Blood transfusions save lives, but carry risks and costs. Donated by volunteers, we have a responsibility to use blood wisely. Australia spends $1.6+ billion/year on blood products, but lacks data on how blood is used, hospital costs of providing transfusion services, and patient outcomes. My research will transform how and why we use blood products, and deliver more personalised, evidence-based transfusion support and safer, more cost-effective use of blood for better patient outcomes.
http://purl.org/au-research/grants/nhmrc/2042634|Antiviral drug discovery using an interdisciplinary approach|The most recent pandemic, COVID-19, highlighted how under prepared we are against emerging and reemerging viruses. The control of such viruses demands both novel drug discovery and vaccine development programs. This investigator award tackles clinically-significant viruses that have major health burden, in the context of morbidity, mortality and economic impact. The major outcome of this award will be the delivery of novel antiviral drug candidates that will reduce this health burden.
http://purl.org/au-research/grants/nhmrc/2042668|Dissecting divergent pathway activation at Frizzled receptors|This project aims to provide increased understanding of proteins found on the outside of cells that are heavily implicated in many cancer disorders. By uncovering new potential cancer therapeutics, this research has the potential to benefit the millions of people suffering from cancer disorders.
http://purl.org/au-research/grants/nhmrc/2042685|Innovative approaches to repair soft-tissue damage in critical organs|This research program will develop and test new ways to repair damaged pancreas and heart by harnessing the restorative capabilities of the key elastic protein tropoelastin. By restoring elasticity, we expect to significantly improve organ function after disease. We will also spatially map elastin’s distribution in the normal and diseased lung. This research will pave the way for new treatments to improve outcomes from common conditions such as cancer, heart attack, and damaged lung.
http://purl.org/au-research/grants/nhmrc/2042655|Epidemiology of complications of diabetes: from causes to population burden|This project will advance our understanding of the complications of diabetes. Using the PREDICT study, it will identify better ways to find those people who are at high risk of developing complications of diabetes. A second study will examine the national and global impact of diabetes, by determining patterns of hospital admissions, death and use of medications and services.
http://purl.org/au-research/grants/nhmrc/2042647|The elimination of cervical cancer: Effective implementation and scale-up of the World Health Organisation strategy in Australia, the Indo-Pacific and globally|Cervical cancer can be eliminated via HPV vaccination, screening with HPV testing, and providing access to cancer and precancer treatment services. This Investigator Grant will build on prior global leadership of the cervical cancer elimination agenda. Critical new policy-focused and implementation research will build further evidence towards an Australian and global understanding of optimal approaches to the sustainable and equitable realisation of cervical cancer elimination.
http://purl.org/au-research/grants/nhmrc/2042605|Strengthening Australia's response to our increasingly toxic unregulated drug supply|In response to increasingly toxic drug markets, Australian jurisdictions have initiated drug checking services which analyse illicit drugs and give results back to consumers within a health intervention. Through mixed-methods participatory research, I will address knowledge gaps regarding longer term health outcomes, leveraging community experiences and reaching diverse groups. This work will prevent drug overdoses, reducing morbidity, mortality, and economic costs to our healthcare system.
http://purl.org/au-research/grants/nhmrc/2042979|Novel biomarkers for the diagnosis and prevention of high-burden infections in children and adults|I lead a research team committed to reducing the global burden of infectious diseases. Our current focus is on improving diagnostic tests and vaccines for tuberculosis (TB), using a unique collection of samples from children and adults worldwide. Additionally, we aim to identify blood markers that can predict which individuals are at highest risk of severe illness or death if they develop a respiratory infection so that targeted preventative interventions can be implemented to save lives.
http://purl.org/au-research/grants/nhmrc/2042923|Decoding synucleinopathy by linking genomic variation to function|As the population ages, there is increasing need to develop therapies to slow or reverse neurodegeneration. This project focuses on decoding the genetic risk factors that predispose individuals to Parkinson’s disease and related disorders. How these DNA variations lead to disease is almost entirely unknown. This project will deliver: 1) mechanistic insight into how gene variants predispose patients to disease; and 2) identify new therapeutic targets to treat Parkinson’s and related diseases.
http://purl.org/au-research/grants/nhmrc/2042906|Shaping early-life Immunity: The role of microbes in immune development from the womb to the world|Our research focuses on how microbes shape a baby’s immune system even before birth. We study how a mother’s beneficial bacteria affect her baby's health, aiming to create new ways to support infants from birth. We also look at how human migration impacts maternal-child health. By employing special models that mimic early gut interactions, we hope to develop better immunity for infants, ensuring they have a healthy start in life.
http://purl.org/au-research/grants/nhmrc/2042896|What determines the longevity of antibody production after infection or vaccination?|The production of antibodies is critical to health, protecting us from infectious agents and their toxic products. In some cases protection lasts for months, in others for a lifetime, and new protective specificities are able to be added without overwhelming the system. The aim of this research project is to understand how the survival of the cells that make antibodies is determined and its relationship to age, specificity and the overall immune status.
http://purl.org/au-research/grants/nhmrc/2042893|Adaptive Platform Trials: Expanding impact|I am an intensive care physician who leads clinical trials. I have world leading expertise in a new type of trial design, termed an adaptive platform trial, that generates reliable evidence to guide care faster and at lower cost than previous methods. I will generate new knowledge by leadership of REMAP-CAP, a trial that has generated evidence about best treatment for patients with severe COVID-19 infection and apply adaptive platform trial methods to other disease areas.
http://purl.org/au-research/grants/nhmrc/2043012|Investigating programmed cell death and the tumour suppressor p53 to develop improved therapies for cancer|Cancer is a leading cause of morbidity and mortality in worldwide, imposing a substantial burden on affected individuals, their families and the health care system. We will build on our previous success of delivering a highly successful anti-cancer drug (Venetoclax) to market by determining the mechanisms that control the killing of cancer cells and suppress tumour development. Our vision is to kick-start the development of new anti-cancer drugs that enhance the effects of existing therapies.
http://purl.org/au-research/grants/nhmrc/2042887|Better sleep for better mental health: Implementing sleep disorder education into mental healthcare training|It is well known that poor sleep worsens mental health. Despite this knowledge, mental healthcare clinicians receive almost no training in treating sleep problems. This project will launch an Australia-wide online training initiative to upskill mental healthcare clinicians to deliver effective sleep treatments. This project will ensure clinicians have the knowledge and skills needed to treat sleep problems and improve sleep and mood outcomes in individuals experiencing mental health disorders.
http://purl.org/au-research/grants/nhmrc/2042999|Cell therapies for the injured perinatal brain|Preterm brain injury can lead to life-long disability, with limited treatments. I have shown that application of umbilical cord blood cells reduces preterm brain injury, but optimising therapy for human use is difficult because we don’t understand how they work and there is limited availability of cells. Using state-of-the-art preclinical models of preterm brain damage, I will determine how the cells reduce injury, allowing me to develop optimal cell therapies to treat preterm brain injury.
http://purl.org/au-research/grants/nhmrc/2042936|Transforming Sexual Health through co-design with LGBTQ+ People with Intellectual Disability|This project will examine the sexual health and healthcare needs of LGBTQ+ people with intellectual disability using arts-based qualitative research methods. The findings will be translated into actionable practice guidelines, accessible sexual health resources and an exhibition to enhance sexual health promotion, healthcare delivery, and health literacy within this community. This will be achieved through co-design with LGBTQ+ people with intellectual disability and other key stakeholders.
http://purl.org/au-research/grants/nhmrc/2043192|Advancing non-drug treatments to improve lung health|Over 7 million Australians live with a chronic lung condition, characterised by distressing breathlessness, poor physical function and frequent hospital admissions. My vision is to reduce the burden of chronic lung disease using highly effective non-drug treatments - exercise-based rehabilitation, oxygen therapy and self-management. My research will improve lung health outcomes by developing, testing and personalising non-drug treatments, and driving excellence in healthcare delivery.
http://purl.org/au-research/grants/nhmrc/2043227|Improving outcomes for patients with melanoma|Drug therapies that target molecules that initiate the growth of melanoma have been highly successful but suffer from the limitation that resistance often develops. The project will investigate why cells are not eradicated and develop new and specific treatment approaches to reverse this. The project will also discover new markers predicting the risk of development of metastases to allow personalised follow up and carefully tailored use of therapies to prevent metastases.
http://purl.org/au-research/grants/nhmrc/2043211|There’s no place like home: keeping kids out of hospital through smarter antibiotic use|For many children in Australian hospitals, admission to hospital could be prevented or treatment could have been given at home. Unnecessary hospitalisations reduce children's quality of life and delay care for others. Children are commonly hospitalised due to infections requiring intravenous antibiotics. My research focuses on changing how we use intravenous antibiotics so that more children can be at home. By developing national guidelines, I will ensure children benefit from my findings.
http://purl.org/au-research/grants/nhmrc/2043191|Towards Innovative Deep Brain Stimulation Strategies: Exploiting the Diffuse Thalamus|This project aims to improve our understanding of Parkinson's disease (PD) and the effectiveness of Deep Brain Stimulation (DBS) treatment. It challenges traditional ideas about brain circuits, using advanced techniques to explore how PD affects brain systems. Three goals: 1) Study how PD affects these non-traditional brain systems. 2) Look at brain changes during invasive stimulation of these systems in monkeys. 3) Create better DBS models to improve clinical treatment strategies.
http://purl.org/au-research/grants/nhmrc/2043223|Targeting malignant stem cells: the path towards a cure for deadly blood cancer|Acute myeloid leukaemia remains difficult to treat with a 5-year overall survival rate of only 27.4%. Malignant stem cells are believed to be the root cause for cancer treatment failure. This research program aims to develop innovative therapies targeting malignant stem cells that are more effective and less toxic than current first-line cancer treatments.
http://purl.org/au-research/grants/nhmrc/2043233|Deciphering mechanisms underpinning tobacco-unassociated lung cancer development to improve patient outcomes|Tobacco-unassociated lung cancer is a leading cause of cancer-related death that predominantly arises in female people, for reasons that are currently unknown. I will examine healthy and cancerous lung tissues to uncover how sex and aging influence the ways in which tobacco-unassociated lung cancers develop in never-smokers, and reveal new, targeted strategies for disease treatment and prevention in at-risk patients.
http://purl.org/au-research/grants/nhmrc/2043180|Women’s Heart Disease: overcoming health disparities|Heart disease is the leading killer of women and affects 275 million women globally. Despite this, heart disease in women remains under-recognised, under-treated and under-researched. This research program will tackle inequities in care for women by improving prevention and early diagnosis of coronary heart disease as well as better understanding and treatment of female-dominant types of heart attacks.
http://purl.org/au-research/grants/nhmrc/2043188|New Hormone Treatments for Women with Depression Across the Life Cycle|The goal of my research program is to develop life-changing, new hormone treatments for women with premenstrual, perinatal and perimenopausal depression. I will study new gonadal hormones in clinical trials to develop new treatments and further the understanding of how these hormones impact mental health. Successful new treatments will be rapidly translated into practice to improve women’s mental health.
http://purl.org/au-research/grants/nhmrc/2043220|Sleep after Cancer: Scalable, Precision, and Personalised Treatment of Insomnia|About 1 in 2 Australians will be diagnosed with cancer in their life, and about half of these will experience poor sleep. Poor sleep hurts their quality of life and costs the Australian economy. We have treatments, but they are costly and not available to most people with cancer. I will lead a program to work with the community, healthcare, and researchers to build and test treatments for sleep after cancer that can be delivered across Australia at low cost.
http://purl.org/au-research/grants/nhmrc/2043549|Epidemiology, evolution and prevention of streptococcal pandemics|Group A Streptococcus (GAS) is a human bacterial pathogen that is one of the Top 10 infectious disease killers worldwide. My research program will apply genome sequencing approaches to improve health outcomes by tracking the spread of scarlet fever and invasive disease outbreaks, developing new diagnostic tools for improved detection of pandemic GAS strains, and expedite vaccine development of GAS infections globally, with a focus on low-middle income settings where disease burden is highest.
http://purl.org/au-research/grants/nhmrc/2043554|Enhancing Reproductive Health by New Evidence-synthesis Methods based on Trustworthiness Assessment|Clinical guidelines rely on trustworthy data. I have revealed that 25% of Randomised Clinical Trials (RCTs) in women’s health are untrustworthy. As a world first I developed methods to detect such problematic RCTs. This Fellowship aims to apply these novel methods, applicable to other disciplines, on existing reproductive health literature, and update it with my ongoing RCTs. This will ensure patient care is based on reliable evidence and create better outcomes for women and babies.
http://purl.org/au-research/grants/nhmrc/2043453|Novel methods for causal analyses of longitudinal data to inform interventions for improving health|Modern health research studies are enriched with data from various sources (e.g. biosamples) that could in principle provide key insights into disease causality. However, the analytical tools and expertise for realising this potential are lacking. This program aims to address these gaps by developing, disseminating, and applying novel data analysis methods, and building national biostatistical capacity. Outcomes will be urgently needed tools, expertise and new knowledge for improving health.
http://purl.org/au-research/grants/nhmrc/2043504|Translating precision antibiotic dosing into better outcomes for severe infections|Patients with severe infections are prone to antimicrobial failure caused by suboptimal drug dosing. My research program represents a game-changer with the use of precision antimicrobial dosing to rapidly kill the pathogen, based on both pathogen susceptibility and target drug concentrations (pharmacokinetics [PK]) in the patient. My VISION is to prevent AMR with precision antimicrobial dosing in infected patients and save lives
http://purl.org/au-research/grants/nhmrc/2043524|Strengthening Transparent Reporting and Improving Visibility and Equity for Aboriginal and Torres Strait Islander Health|This program aims to improve the quality, usability, and governance of Aboriginal and Torres Strait Islander health data in Australia to address health inequities. Aboriginal led, it focuses on data quality, governance, workforce development, and health measurement. The program will empower Indigenous communities to control their data and train researchers to support culturally responsive practices, ultimately enhancing the health and wellbeing of Aboriginal and Torres Strait Islander people.
http://purl.org/au-research/grants/nhmrc/2043588|Immunotherapy for type 1 diabetes|Type 1 diabetes (T1D) is a common autoimmune disease with onset usually in childhood or young adulthood that has been treated with insulin for over 100 years. Insulin is not a cure and T1D treatment remains burdensome. The recent development of numerous drugs that affect the immune system means that the treatment of T1D is poised to be transformed. My VISION is to challenge insulin replacement therapy by implementing disease-modifying immunotherapies to improve outcomes for those with T1D.
http://purl.org/au-research/grants/nhmrc/2043525|Diet for food allergy prevention|My research builds on an internationally recognised platform of studies that seek to prevent and understand the epidemiology of food allergy. One in 10 Australian infants are at risk of life-threatening anaphylaxis. My research project will examine the link between infant diet and food allergy. My research aims to understand and address these gaps and develop more effective strategies to reduce the prevalence of food allergies across all populations in Australia and propose equitable solutions.
http://purl.org/au-research/grants/nhmrc/2043464|Next-generation therapeutics for malaria designed using systems-based approaches|This program aims to transform health with a system-based interdisciplinary approach to develop effective therapeutics against malaria that will save lives, enhance quality of life, and boost economic growth. It will generate knowledge to predict personalised immunity at the individual and population level, inform host-directed therapies, develop a T cell inducing vaccine from genomic sequence information, and provide a disease-agnostic framework for solutions to other complex diseases.
http://purl.org/au-research/grants/nhmrc/2043505|Connectomics approaches to understanding anxiety and depression|"The human brain connectome, the complete set of ~100 trillion synaptic connections between ~100 billion neurons, is constantly changing. Some changes are beneficial, allowing us to learn. Others are harmful, resulting in neuropsychiatric disorders. This project examines anxiety and depression as ""connectopathies"" caused by chronic stress. Using an innovative new method, it will chart how stress changes brain connectivity in animal models, and explain what makes females the more vulnerable sex."
http://purl.org/au-research/grants/nhmrc/2042432|EARSHOT: An international, multicentre prospective cohort study evaluating the risk of hearing loss in children receiving antibiotic treatment|One in every 10 children admitted to hospital with an infection receives an aminoglycoside antibiotic. A serious risk of these drugs is permanent hearing loss for which no effective prevention method exists. This study will discover how to prevent hearing loss from aminoglycosides in children by finding out the risk of hearing loss with different treatment doses or lengths, identifying if early hearing damage can be detected using novel blood markers, and testing for genetic risk factors.
http://purl.org/au-research/grants/nhmrc/2041836|Can Aspirin reduce the risk of Hepatocellular Carcinoma (HCC) in subjects with cirrhosis: a multi-centre, placebo-controlled clinical trial|Hepatocellular carcinoma (HCC) is a rapidly increasing causes of morbidity and death globally. Over 90% of cases of HCC occur as a consequence of cirrhosis of the liver. Retrospective studies show aspirin therapy can reduce the risk of HCC in cirrhosis. We will conduct a randomised clinical trial of aspirin vs placebo therapy in people with cirrhosis in order to determine whether aspirin can prevent HCC. The findings will change practice and result in substantial savings in health care costs.
http://purl.org/au-research/grants/nhmrc/2042686|The 18 and Up Study: Determining the causes, patterns and implications of intergenerational changes in mental health|Poor mental health is a growing problem in Australia, particularly for young people. There are big gaps in the information we need to understand and tackle these issues. Participants from the 45 and Up Study will invite their children and grandchildren to participate in a new study - the 18 and Up Study - involving almost 300,000 people. The 18 and Up Study will explore the causes and impacts of poor mental health across generations, and identify how Australia can tackle this problem.
http://purl.org/au-research/grants/nhmrc/2042278|An ultra-short course of primaquine for the radical cure of vivax malaria|Current treatment regimens to prevent relapsing malaria are too long. A shorter higher dose treatment could improve treatment outcomes but this needs to be balanced against increased risk of side effects. Recent data from a trial in children in PNG suggests a shortened treatment of 3 days is safe and effective. Our multicentre trial will assess the safety and efficacy of an ultra-short primaquine course. This trial is expected to directly influence global treatment policies.
http://purl.org/au-research/grants/nhmrc/2042777|A randomised controlled trial investigating ventilation imaging to improve the quality of life for patients with lung cancer|This randomised controlled trial will test whether patients receiving healthy lung sparing treatment have better quality of life than patients receiving standard treatment. Additional hypotheses include whether patients will have reduced treatment side-effects, better lung function, and be more likely to receive and complete post-RT immunotherapy. A health economics assessment will provide evidence that will expedite clinical and commercial translation. 165 patients will be recruited.
http://purl.org/au-research/grants/nhmrc/2042052|A multi-site randomised controlled trial of cannabidiol versus placebo for the management of treatment-resistant alcohol use disorder (the CAN-AUD trial)|Alcohol misuse is a leading cause of preventable death in Australia. However, treatment options for alcohol problems have limited efficacy. This will be the first human trial of cannabidiol (CBD) for the management of treatment-resistant alcohol use disorder (CAN-AUD). The CAN-AUD project will evaluate the efficacy and cost-efficacy of CBD to reduce alcohol consumption. The results will generate high level clinical evidence for a safe new treatment for a common life threatening problem.
http://purl.org/au-research/grants/nhmrc/2043051|The Chronic kidney disease Adaptive Platform Trial Investigating Various Agents for Therapeutic Effect (CAPTIVATE) – Glucagon-like peptide-1 domain|Chronic kidney disease (CKD) is becoming more common. It can lead to kidney failure, heart problems, disability, and early death. It is important to find medicines that stop CKD from getting worse without spending too much money, using too many resources or taking too long. This project builds on the recently funded CAPTIVATE platform trial. A second medicine, semaglutide, will be added to this trial to test which combination treatments are best.
http://purl.org/au-research/grants/nhmrc/2043029|RELIEF trial – Radiofrequency ablation for chronic low back pain, a randomised placebo controlled trial|Back pain is highly prevalent in Australia and associated with functional and work loss, and decreased quality of life. While many treatments are offered to manage back pain, only few are known to work. RFA is a popular approach that can lead to pain relief by acting directly on the nerve supply from the joints. But we do not know if this treatment works. The RELIEF trial will test if RFA is better than placebo in terms of pain relief, medication use and increase in function.
http://purl.org/au-research/grants/nhmrc/2042707|Transforming HEalth and Wellbeing Outcomes from Injury for Aboriginal and Torres Strait IsLander Children - The HEAL Cohort Study|Indigenous children have high rates of injury, these rates are not decreasing and impact on their family and community. We need new connected data to generate new knowledge on the injury journey for Indigenous children. We will do this is SA and NSW through the HEAL cohort, with &gt;180,000 Indigenous children. The new knowledge we create will allow policy makers and health systems to know when the best place and timing is for Indigenous focussed prevention and support strategies.
http://purl.org/au-research/grants/nhmrc/2046520|Transforming healthcare at the Melbourne Academic Centre for Health|Consumers of healthcare want to spend less time in hospital, communicate their progress more easily to health professionals and benefit from care pathways made more efficient by data sharing and analysis. To deliver these objectives we will bring together consumers and clinician-researchers to design and test successfully piloted new systems to care for patients that after adoption by healthcare providers will transform routine practice.
http://purl.org/au-research/grants/nhmrc/2046215|New South Wales Regional Health Partners|Research Translation Coordinators embedded in regional LHDs will drive research translation activities to address health service priorities and directly support healthcare workers to undertake projects that address local problems. Seed funding will accelerate research activity and CCI grants will ensure end-user involvement. A project to develop a community-based approach to pain management will address the disproportionately high burden of chronic pain among Aboriginal people in regional areas.
